O*NET-SOC Code,Title,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Auto label value,Auto probability0,Auto probability1,Auto probability2,Auto probability
39-3091.00,Amusement and Recreation Attendants,2.0,2.5,2.0,2.75,1.75,0.0,2.75,2.0,2.0,2.38,2.38,2.62,2.5,2.12,2.0,2.75,2.12,0.25,0.62,0.12,0.0,0.25,2.25,2.0,0.88,1.38,0.88,1.38,2.12,1.12,1.12,2.12,0.0,0.5,2.0,1,0.7095332980330227,0.6538610829682057,0.6864223849664199,0.6832722553225494
39-3092.00,Costume Attendants,3.12,3.12,2.38,3.0,1.0,0.0,2.88,2.25,1.62,3.0,3.0,3.12,2.38,2.38,2.0,2.75,2.38,2.12,0.62,0.12,0.0,0.0,1.25,1.25,0.0,0.75,0.0,1.5,2.38,1.62,1.75,2.25,1.38,1.38,2.12,1,0.6300118146841953,0.5540885658889465,0.6291301846608235,0.6044101884113218
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",2.38,2.88,2.12,2.75,0.38,0.0,2.75,2.0,0.38,2.38,2.62,2.38,2.25,2.0,1.62,2.62,2.0,0.25,0.0,0.25,0.0,0.0,0.62,0.5,0.0,0.0,0.0,0.25,2.25,0.0,0.38,2.12,0.0,0.5,1.38,1,0.7314230662543082,0.5777947266047363,0.7048146626022458,0.6713441518204301
39-4011.00,Embalmers,3.38,3.75,3.0,3.75,2.0,2.25,3.12,3.0,2.75,3.12,3.88,3.0,2.12,2.62,2.62,3.0,3.0,1.88,1.0,1.0,0.0,0.25,2.12,2.25,1.0,1.62,1.0,1.88,3.0,2.12,2.12,3.12,1.12,1.25,2.75,1,0.5360289245519425,0.5210032993296636,0.5492566974489534,0.5354296404435198
39-4021.00,Funeral Attendants,2.62,3.0,2.38,3.0,1.25,0.5,2.75,1.5,1.38,2.88,3.25,3.0,1.88,1.25,1.25,3.0,2.0,0.75,0.5,0.62,0.0,0.12,1.25,1.62,1.25,1.12,0.38,1.25,2.62,1.12,1.0,2.5,1.12,1.38,1.25,1,0.7089028626630238,0.6420646688553688,0.6829932604860005,0.6779869306681311
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3.88,4.0,4.0,4.0,2.62,1.75,3.88,3.25,2.88,3.75,4.75,4.0,3.75,3.62,3.12,4.12,3.25,2.75,0.75,0.38,0.0,0.5,3.0,2.75,0.0,1.25,0.0,2.75,3.25,3.0,3.12,3.62,2.75,2.88,3.62,0,0.23381522613584593,0.16184529794497848,0.3351182296848947,0.24359291792190638
39-5011.00,Barbers,2.12,3.0,2.0,2.75,1.12,0.25,2.75,2.5,1.62,2.75,2.88,2.38,2.0,1.5,0.75,3.0,2.12,1.25,0.5,1.25,0.0,0.0,1.5,1.5,1.0,1.12,0.88,1.62,2.12,0.88,0.75,2.75,1.12,1.12,1.75,1,0.7121687504359784,0.6558147149398224,0.6869868416146687,0.6849901023301564
39-5091.00,"Makeup Artists, Theatrical and Performance",3.25,3.25,2.75,3.12,2.12,0.62,3.25,3.25,2.5,3.12,3.0,3.12,2.62,2.38,2.75,2.88,2.75,2.62,0.88,0.62,0.0,0.25,1.5,0.0,0.0,0.62,0.0,2.25,3.0,2.38,2.25,2.88,2.75,2.5,2.25,1,0.5431165549865682,0.5061537629674753,0.555130014615429,0.5348001108564908
39-5092.00,Manicurists and Pedicurists,2.12,2.75,1.88,2.62,1.25,0.0,2.5,2.25,1.88,2.12,2.62,2.25,2.12,2.12,2.0,2.62,2.0,0.5,0.88,0.62,0.0,0.0,0.88,0.12,0.0,0.38,0.0,1.38,2.12,1.75,1.75,2.12,0.38,0.5,1.88,1,0.7004345494328277,0.5733310141399386,0.6825843877437023,0.6521166504388228
39-5093.00,Shampooers,2.25,2.62,2.0,2.5,1.12,0.0,2.12,2.0,1.75,2.38,2.62,2.62,1.62,1.62,2.0,2.75,1.88,0.25,0.38,0.38,0.0,0.0,1.62,0.38,0.0,0.62,0.0,0.62,2.12,0.75,0.75,2.25,0.5,0.38,1.62,1,0.712671699568034,0.5756370729231719,0.6942497110363206,0.6608528278425089
39-5094.00,Skincare Specialists,3.12,3.12,2.75,3.0,0.62,0.62,3.0,2.88,2.75,3.0,2.88,2.88,2.5,2.38,2.75,3.38,2.88,1.75,0.38,1.0,0.0,0.0,1.62,0.88,0.0,0.5,0.0,1.12,3.12,1.88,1.88,2.75,0.12,0.5,2.0,1,0.5581649694020285,0.4525140968987813,0.5833892756690773,0.5313561139899624
39-6011.00,Baggage Porters and Bellhops,2.62,3.12,2.12,2.62,1.88,0.0,2.75,2.12,2.0,2.25,2.38,2.75,2.12,2.12,2.5,3.0,2.12,0.25,0.25,0.5,0.0,0.25,2.12,2.12,0.75,1.75,0.75,1.62,2.25,2.0,2.12,2.25,1.0,1.0,2.25,1,0.6937725088570801,0.6747955549667495,0.6688272836128135,0.6791317824788811
39-7011.00,Tour Guides and Escorts,3.0,3.12,2.25,3.25,1.12,0.0,3.12,2.38,2.62,3.0,3.0,3.0,2.12,2.0,2.25,2.88,2.12,0.88,0.62,0.0,0.0,0.0,0.88,0.12,0.0,0.0,0.0,0.25,2.12,1.0,1.0,2.12,0.0,0.38,1.62,1,0.6645987600795138,0.5508546121727989,0.6535292176651524,0.622994196639155
39-7012.00,Travel Guides,3.5,4.0,3.12,3.25,2.5,0.5,3.5,2.88,3.12,3.25,3.38,3.5,3.38,3.25,3.12,3.5,3.12,1.62,1.12,0.88,0.0,0.88,2.25,2.38,0.0,0.0,0.0,1.0,3.38,2.75,2.5,3.0,2.38,2.38,2.62,0,0.44807584630129327,0.40018119438278177,0.4823019613936985,0.44351966735925785
39-9011.01,Nannies,3.0,3.0,2.88,3.38,0.75,1.0,3.25,3.0,3.25,3.88,3.88,3.12,3.25,2.88,3.0,3.5,3.0,1.25,0.75,0.0,0.0,0.0,1.25,1.38,0.0,0.12,0.0,1.38,3.0,2.0,2.5,3.0,1.25,1.62,2.0,0,0.3901227181977447,0.25922745612962217,0.4748410775976808,0.3747304173083492
39-9031.00,Exercise Trainers and Group Fitness Instructors,3.12,3.25,2.75,3.25,0.75,0.62,3.12,2.88,3.62,3.62,3.25,3.0,3.0,1.75,3.62,3.25,2.75,2.12,0.88,1.0,0.0,0.25,1.5,0.88,0.88,1.62,0.25,1.62,2.88,2.12,2.5,2.88,0.12,0.88,2.25,0,0.454934889153634,0.3360199933193826,0.5169404012365497,0.43596509456985544
39-9032.00,Recreation Workers,3.25,4.0,3.12,4.0,2.0,0.62,3.62,3.12,3.12,3.38,4.0,4.0,3.12,2.88,3.38,3.75,3.0,1.88,1.0,0.38,0.0,0.38,1.75,0.75,0.0,0.88,0.0,1.5,3.0,2.75,2.75,3.12,2.12,2.38,3.38,0,0.31828596362242934,0.2093594073978693,0.4098766210092606,0.31250733067651976
39-9041.00,Residential Advisors,3.38,3.88,3.0,3.88,2.0,0.38,4.0,3.0,2.88,3.62,3.5,3.38,3.0,3.0,3.0,3.12,3.0,1.75,0.88,0.0,0.0,0.5,2.0,1.0,0.0,0.88,0.0,1.25,3.12,2.88,2.75,3.25,2.0,2.12,3.0,0,0.4296167545175109,0.3583936629773916,0.4765500945786201,0.4215201706911742
41-1011.00,First-Line Supervisors of Retail Sales Workers,3.88,3.62,3.62,3.88,3.0,0.0,3.88,3.38,3.5,3.88,3.75,3.62,3.62,3.62,3.62,3.75,3.5,2.12,0.88,0.0,0.0,1.0,1.5,0.88,0.0,0.38,0.0,2.0,3.0,2.88,3.0,3.62,2.75,2.75,3.62,0,0.3039706670975306,0.2405806951214231,0.38178076546623174,0.3087773758950618
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,4.12,4.0,4.0,4.0,3.0,0.0,3.88,3.62,3.62,4.25,4.0,4.0,3.88,3.75,4.0,3.12,3.62,2.12,0.5,0.0,0.0,0.62,1.0,0.88,0.0,0.12,0.0,2.0,3.88,3.12,3.5,4.0,3.0,3.0,4.0,0,0.27349307590731087,0.227543374581046,0.3492583527220745,0.2834316010701438
41-2012.00,Gambling Change Persons and Booth Cashiers,3.0,3.0,2.62,2.75,2.5,0.0,2.88,2.12,2.12,2.5,2.12,2.38,2.25,2.12,2.12,2.88,2.25,0.25,0.0,1.0,0.0,0.38,2.12,1.75,1.0,1.75,1.62,2.0,2.12,1.62,1.5,1.75,1.12,1.0,2.12,1,0.7588498759905065,0.7602980139562305,0.7045867949681224,0.7412448949716198
41-2021.00,Counter and Rental Clerks,3.12,3.12,3.0,3.0,2.25,0.0,2.88,2.25,2.0,2.88,2.88,3.0,2.88,2.88,2.62,3.25,2.38,0.0,0.75,0.75,0.0,0.5,2.25,2.0,0.62,1.0,0.62,1.0,2.25,1.88,1.88,2.38,1.75,1.88,2.25,1,0.6299639165859219,0.603523506223894,0.617033814135965,0.6168404123152603
41-2022.00,Parts Salespersons,3.12,3.88,2.88,3.12,2.5,0.0,3.12,3.0,2.12,2.88,3.0,2.88,3.25,3.0,2.25,3.12,3.0,0.38,0.62,2.0,0.12,0.62,2.0,1.5,1.38,1.88,2.0,2.0,3.0,2.12,2.0,2.5,1.0,1.5,1.62,1,0.6464840305578718,0.6540004386450278,0.6175463669645751,0.6393436120558249
41-2031.00,Retail Salespersons,3.12,3.75,3.0,3.12,2.0,0.0,3.12,2.88,2.25,3.12,3.12,3.0,4.0,3.75,2.75,3.88,2.5,0.62,1.0,0.0,0.0,0.25,1.5,1.38,0.0,0.88,0.0,1.25,2.75,1.88,2.0,2.88,1.25,1.0,2.12,0,0.46475498624275247,0.367378962473623,0.5181029654446618,0.4500789713870124
41-3011.00,Advertising Sales Agents,3.88,4.0,3.38,4.0,2.75,0.0,3.75,3.62,2.62,3.38,3.62,3.25,4.0,3.88,2.75,3.75,3.12,2.0,1.12,0.0,0.0,1.12,2.0,2.0,0.0,0.0,0.0,0.75,3.25,2.88,2.75,3.0,1.88,1.75,2.38,0,0.4501052902483309,0.4350979426908026,0.47494799531327914,0.45338374275080423
41-3021.00,Insurance Sales Agents,4.0,4.0,3.62,4.0,3.0,0.12,3.88,3.38,2.75,3.0,3.0,3.0,3.88,3.38,2.88,3.5,3.12,1.5,0.75,0.0,0.0,0.75,1.25,1.0,0.0,0.0,0.0,0.12,3.25,3.0,3.0,3.0,0.25,0.12,1.88,1,0.585770456458846,0.6603148306219282,0.5574996851758698,0.6011949907522146
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",4.19,4.06,3.84,4.09,3.75,0.37,4.19,3.69,2.66,3.62,3.44,3.19,3.94,3.59,2.94,3.19,3.31,1.47,0.59,0.0,0.0,1.16,0.81,0.06,0.0,0.0,0.0,0.75,3.81,3.34,3.28,2.97,2.38,1.47,2.47,1,0.5388355646861669,0.6621351279793544,0.5104020689662399,0.570457587210587
41-3041.00,Travel Agents,3.75,4.0,3.0,3.12,2.5,0.25,3.75,3.12,2.25,2.88,3.12,2.88,3.5,3.25,2.62,4.0,2.88,1.25,0.88,0.12,0.0,0.75,0.75,0.62,0.0,0.0,0.0,0.25,3.0,2.0,2.0,2.88,2.0,0.75,1.62,1,0.5769766013405615,0.5893872917756369,0.5684829637866926,0.578282285634297
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4.12,4.12,3.62,4.0,2.88,0.62,3.75,3.75,3.0,3.12,3.75,3.38,4.0,4.0,3.12,3.38,3.12,2.5,1.62,0.62,0.0,1.0,1.62,1.25,0.0,0.0,0.0,1.12,3.38,3.0,2.62,3.0,2.62,2.5,2.5,0,0.4149138265567842,0.4159538070389317,0.44697542465029017,0.425947686082002
41-4011.07,Solar Sales Representatives and Assessors,3.88,3.75,3.38,3.88,3.25,0.88,3.75,3.38,2.5,3.38,3.38,3.38,3.75,3.5,3.12,3.62,3.12,1.88,1.5,0.62,0.12,0.75,1.25,1.5,0.0,1.12,0.0,2.0,3.12,2.88,3.0,2.75,2.0,1.5,2.0,0,0.43902595682325796,0.4111121664322468,0.47547470254095714,0.441870941932154
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",3.75,4.0,3.25,4.0,2.25,0.0,3.75,3.25,2.12,3.25,3.5,3.12,4.0,3.88,2.75,3.12,3.0,1.25,0.75,0.0,0.0,0.5,0.75,1.0,0.0,0.0,0.0,0.38,3.0,2.12,2.12,3.0,1.0,1.0,1.75,1,0.5532663939886646,0.5894923987740412,0.5478510150304885,0.5635366025977314
41-9011.00,Demonstrators and Product Promoters,3.25,3.62,3.0,3.88,1.88,0.0,3.0,3.0,2.75,3.12,3.25,3.25,3.88,2.88,3.0,3.12,2.38,2.0,0.88,0.0,0.0,0.12,2.0,0.88,0.0,1.62,0.0,1.88,2.62,2.0,2.12,2.88,0.62,0.88,2.38,0,0.4680274156330029,0.36830369443134714,0.5190959858316475,0.4518090319653325
41-9012.00,Models,2.0,2.62,2.0,2.12,0.25,0.0,1.88,1.62,0.12,1.75,2.62,2.0,1.75,1.75,0.38,1.62,1.75,0.38,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.88,0.75,0.12,2.0,0.0,0.0,0.75,1,0.7752397302512009,0.5855572540531,0.7360029091879596,0.6989332978307535
41-9021.00,Real Estate Brokers,4.12,4.0,3.5,4.0,3.0,0.12,3.88,3.75,2.0,3.38,3.12,2.88,4.0,4.0,2.25,3.25,2.88,1.0,0.38,0.0,0.0,0.5,0.75,1.0,0.0,0.62,0.0,2.25,4.0,2.25,2.38,3.0,2.0,0.88,2.75,1,0.5335602109078437,0.5708247679896772,0.5286939739879912,0.5443596509618374
41-9022.00,Real Estate Sales Agents,4.0,4.0,3.5,4.0,3.25,0.12,4.0,3.25,2.38,3.0,3.75,3.62,4.12,3.88,3.0,3.75,3.0,1.25,0.62,0.0,0.0,0.62,1.5,1.5,0.0,0.88,0.0,2.0,3.75,2.75,3.0,3.12,2.12,1.38,2.75,0,0.40712352964672505,0.3703175785792041,0.4517233175157287,0.4097214752472193
41-9031.00,Sales Engineers,4.75,4.25,4.0,4.12,3.75,2.25,4.0,3.88,3.5,3.62,4.0,3.62,4.25,4.0,3.38,3.88,3.75,2.75,3.0,0.75,0.0,1.88,2.0,1.75,0.0,2.38,0.0,2.5,4.0,3.75,3.75,3.25,2.12,2.62,3.0,0,0.26749030740086255,0.29681815935617806,0.34302234084731253,0.30244360253478436
41-9041.00,Telemarketers,3.25,3.62,2.62,3.62,0.62,0.12,3.38,1.5,0.5,2.38,2.75,2.62,3.5,2.62,1.0,3.25,2.25,1.38,0.12,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,2.12,0.38,0.62,1.88,0.0,0.0,0.62,1,0.7122118980629466,0.5784726287662636,0.6827044683125791,0.6577963317139298
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2.75,3.12,2.75,3.38,1.12,0.0,3.12,2.62,2.0,2.88,3.12,3.12,4.0,3.38,2.12,3.12,2.25,1.12,0.75,0.0,0.0,0.62,0.38,0.62,0.0,0.0,0.0,0.12,2.88,1.75,2.0,2.88,0.88,1.25,1.38,1,0.5901699121096442,0.5395110155305645,0.5929247150097865,0.5742018808833317
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,3.75,3.88,3.75,4.0,2.75,0.0,3.88,3.75,3.75,4.0,3.88,3.75,3.5,3.62,3.62,3.5,3.25,2.5,0.62,0.0,0.0,1.0,2.0,0.25,0.0,1.38,0.0,2.75,3.12,3.0,3.0,3.75,2.62,2.62,3.75,0,0.2732230455463309,0.20438730227886026,0.3617044886584324,0.2797716121612079
43-2021.00,Telephone Operators,2.75,3.5,2.5,3.38,1.38,0.0,3.25,2.0,1.88,2.38,2.88,2.25,2.0,1.88,1.62,3.38,2.62,0.75,0.5,0.0,0.0,0.62,1.12,0.25,0.0,0.0,0.0,0.12,1.88,1.5,1.25,2.0,0.62,0.5,1.5,1,0.7319514588982088,0.6483699874810895,0.6912517536232485,0.6905244000008489
43-3011.00,Bill and Account Collectors,3.62,3.62,3.12,3.62,2.62,0.0,3.5,2.75,2.12,2.88,3.0,2.88,3.62,3.12,2.38,2.75,2.88,0.25,0.0,0.0,0.0,0.38,1.0,0.0,0.0,0.5,0.0,0.88,2.75,2.38,2.0,2.88,0.75,0.5,2.0,1,0.6692586377731686,0.7271985649819044,0.6263655240034041,0.6742742422528257
43-3021.00,Billing and Posting Clerks,3.25,3.37,2.94,3.06,2.56,0.0,3.12,2.63,2.0,2.56,2.56,2.56,2.12,2.12,2.0,2.69,2.56,0.06,0.19,0.0,0.0,1.19,0.81,0.38,0.12,0.25,0.25,1.06,2.56,1.88,1.56,3.0,0.12,0.0,1.87,1,0.7813216282630719,0.809658343381443,0.7090434265650174,0.7666744660698441
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",3.75,3.75,3.12,3.12,3.38,0.12,3.25,3.12,1.88,2.88,2.75,2.75,2.12,2.38,2.0,2.88,2.88,0.38,0.12,0.0,0.0,0.38,0.62,0.12,0.0,0.0,0.0,0.12,2.88,2.12,2.12,2.88,1.75,0.88,2.0,1,0.7572818872407652,0.8261247743232616,0.6799964367075972,0.7544676994238747
43-3041.00,Gambling Cage Workers,3.0,3.25,3.0,3.12,2.88,0.0,3.25,2.25,2.12,3.0,2.75,2.88,2.0,2.75,2.75,3.0,2.0,0.12,0.0,0.0,0.0,0.25,0.88,0.62,0.0,0.0,0.0,1.75,2.38,1.12,1.0,2.5,0.38,0.12,1.88,1,0.6978725163182276,0.6481287756249117,0.6637458619044878,0.669915717949209
43-3051.00,Payroll and Timekeeping Clerks,3.75,3.38,3.12,3.12,3.0,0.25,3.12,2.88,2.5,2.88,2.75,2.38,2.0,1.88,2.5,2.75,2.88,0.38,0.12,0.0,0.0,0.62,0.62,0.25,0.0,0.0,0.0,0.75,3.0,2.12,1.88,3.0,0.38,0.0,2.12,1,0.7585514681239829,0.8139043635103462,0.6864755740079431,0.7529771352140907
43-3061.00,Procurement Clerks,3.88,4.0,3.25,3.75,2.38,0.0,3.62,3.5,2.25,3.38,3.0,2.88,2.38,3.62,2.38,3.0,3.0,1.25,0.38,0.0,0.0,0.5,0.5,0.25,0.0,0.25,0.0,0.88,3.25,2.25,2.0,3.0,2.5,2.12,2.62,1,0.6039387119392359,0.6783130684426055,0.5750776931890016,0.6191098245236143
43-3071.00,Tellers,3.25,3.62,3.0,3.0,2.75,0.0,3.25,3.0,2.5,3.12,3.0,2.75,2.38,2.12,2.88,3.0,2.88,0.25,0.5,0.0,0.0,0.38,2.0,1.38,0.0,0.62,0.0,1.5,2.88,2.12,2.25,2.88,1.0,0.88,2.25,1,0.6401305465543885,0.6506501955514636,0.6161978392441654,0.6356595271166725
43-4011.00,Brokerage Clerks,3.75,3.88,3.5,3.62,3.5,0.0,3.62,3.0,2.75,3.0,3.0,2.88,2.12,2.5,2.0,3.12,2.88,0.75,0.0,0.0,0.0,1.75,1.12,0.25,0.0,0.0,0.0,0.12,2.88,2.12,2.25,3.12,1.25,1.0,2.12,1,0.7436424265614505,0.834234420309599,0.6601041329747659,0.7459936599486051
43-4021.00,Correspondence Clerks,3.88,3.88,4.0,3.38,2.38,0.38,3.75,2.75,2.25,2.62,3.12,3.0,2.88,2.88,1.88,3.0,2.88,0.88,0.25,0.0,0.0,0.5,0.5,0.25,0.0,0.0,0.0,0.88,3.0,2.12,2.25,3.12,0.75,0.38,2.5,1,0.6774357408202718,0.7621459116802498,0.6265440883007614,0.6887085802670944
43-4031.00,"Court, Municipal, and License Clerks",3.71,3.67,3.5,3.63,2.04,0.71,3.45,3.0,1.88,3.04,2.92,2.96,2.16,2.37,2.37,3.04,2.71,0.88,0.29,0.04,0.0,0.29,1.25,0.92,0.0,0.42,0.08,1.16,2.88,1.92,1.58,2.88,1.33,1.0,2.08,1,0.6754882670228994,0.7242476949268735,0.6341406091291901,0.677958857026321
43-4051.00,Customer Service Representatives,3.38,3.75,3.0,3.75,2.12,0.0,3.25,2.88,2.88,3.0,3.0,3.0,3.0,2.88,2.75,3.5,3.0,0.75,0.5,0.0,0.0,0.62,1.25,0.0,0.0,0.0,0.0,0.5,2.88,2.12,2.0,2.75,0.12,0.12,2.0,1,0.6013393627014523,0.6039470258491235,0.5905855073051498,0.5986239652852419
43-4061.00,"Eligibility Interviewers, Government Programs",4.0,4.0,3.62,4.0,1.75,0.38,3.75,3.0,2.38,3.12,3.5,3.0,3.0,3.0,2.62,3.75,3.0,0.12,0.12,0.0,0.0,0.5,0.38,0.0,0.0,0.0,0.0,0.0,3.0,2.62,2.12,3.0,0.38,0.0,2.38,1,0.5833634067873561,0.6221109015065451,0.5708537902750805,0.5921093661896606
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",3.5,3.25,2.88,3.0,2.12,0.0,3.5,2.25,2.62,3.0,3.25,3.12,2.88,2.88,2.88,3.62,2.75,0.0,0.88,0.0,0.0,0.88,1.5,0.12,0.0,0.5,0.0,1.38,2.88,2.12,2.25,3.0,0.88,0.75,3.0,1,0.5220612426889986,0.4530301391819904,0.550005303690213,0.508365561853734
43-4111.00,"Interviewers, Except Eligibility and Loan",3.62,4.0,3.38,4.0,2.12,0.0,3.25,3.0,2.88,3.12,3.25,3.0,3.12,3.12,2.88,3.25,3.12,1.62,0.38,0.0,0.0,1.12,1.12,0.0,0.0,0.0,0.0,0.12,2.75,2.25,2.25,3.25,0.88,0.88,2.88,1,0.5785695227656618,0.6445863461851786,0.5615792133414317,0.5949116940974241
43-4121.00,"Library Assistants, Clerical",3.25,3.0,3.0,3.0,2.12,0.0,2.88,2.12,2.12,2.75,2.75,2.88,2.12,2.12,2.5,3.0,2.12,0.25,0.38,0.0,0.0,0.5,1.0,0.0,0.25,0.25,0.25,1.25,2.25,1.88,1.75,2.5,1.12,1.62,2.12,1,0.6934914670231365,0.6583544421448551,0.6595059274006303,0.6704506121895406
43-4131.00,Loan Interviewers and Clerks,4.0,4.0,3.88,4.0,3.12,0.25,4.0,3.5,2.75,3.0,3.12,3.0,3.12,3.0,3.0,3.25,3.0,2.12,0.75,0.0,0.0,1.12,1.62,0.0,0.0,0.62,0.0,1.0,3.75,2.75,2.62,3.12,1.25,0.25,2.25,1,0.5941131841928495,0.7024553029575031,0.55889636517432,0.6184882841082242
43-4141.00,New Accounts Clerks,3.62,4.0,3.0,3.88,3.0,0.0,3.5,2.62,2.12,3.0,3.0,2.88,2.88,2.0,2.0,3.38,2.62,0.38,0.25,0.0,0.0,0.75,0.75,0.25,0.0,0.0,0.0,0.62,3.0,2.0,2.0,2.5,0.5,0.12,1.75,1,0.7189584374175979,0.760095172883041,0.6592896853621255,0.7127810985542548
43-4151.00,Order Clerks,3.38,3.25,2.88,3.25,2.88,0.12,3.62,3.0,2.12,2.75,2.75,3.0,3.0,3.0,2.0,3.38,2.62,1.25,0.25,0.0,0.0,0.5,1.12,0.62,0.0,0.38,0.0,1.88,2.75,2.12,2.12,2.62,1.25,1.62,1.12,1,0.6539144369335759,0.6571294364314895,0.6234740126741656,0.6448392953464103
43-4171.00,Receptionists and Information Clerks,3.25,3.38,3.12,3.0,2.12,0.0,3.12,2.38,2.38,2.5,2.88,2.75,2.62,2.5,2.38,3.12,2.75,0.25,0.5,0.0,0.0,0.38,0.38,0.0,0.0,0.38,0.0,1.25,2.12,2.12,2.0,2.75,0.88,0.5,2.12,1,0.6656341924560252,0.6497187120591548,0.6395885245549096,0.6516471430233631
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,3.12,4.0,3.0,3.25,2.5,0.0,3.62,3.0,2.62,2.88,3.12,3.0,3.0,2.88,2.75,3.75,3.0,1.0,0.5,0.0,0.0,0.88,1.62,0.5,0.0,0.5,0.0,1.12,3.0,2.25,2.25,3.0,0.38,0.5,2.0,1,0.5695346349988455,0.5509498750029422,0.5708370803047131,0.5637738634355003
43-5011.00,Cargo and Freight Agents,3.12,3.0,3.0,3.0,2.5,0.0,3.62,2.75,1.88,3.12,3.0,3.0,2.88,3.12,2.5,3.0,2.88,1.38,0.38,0.75,0.25,0.38,1.62,1.25,0.62,1.38,0.5,2.0,2.75,2.12,2.12,3.0,0.38,1.38,2.25,1,0.6015150747449809,0.5877275341037205,0.5956745447653873,0.5949723845380296
43-5011.01,Freight Forwarders,3.25,3.38,3.25,3.38,3.0,0.0,3.38,3.12,3.0,3.25,3.12,3.25,3.25,3.38,2.75,3.25,3.12,1.0,0.62,0.0,0.0,0.75,1.5,0.0,0.0,0.0,0.0,0.38,3.12,3.12,3.12,3.25,2.38,2.0,2.62,1,0.5312686346779216,0.5806261677842883,0.5288108740273572,0.5469018921631891
43-5031.00,Public Safety Telecommunicators,3.62,4.12,3.25,4.12,1.88,0.62,3.88,3.0,3.0,3.12,3.88,3.5,3.25,3.12,3.0,3.38,3.12,1.88,0.75,0.0,0.0,0.88,2.0,0.75,0.0,1.5,0.0,1.62,3.12,2.75,2.12,3.12,1.25,1.25,2.62,0,0.423485232500326,0.3477162920916612,0.47538021062962343,0.41552724507387023
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",3.25,3.88,2.88,3.88,2.0,0.12,3.75,2.88,2.75,3.25,3.0,3.62,2.88,2.75,2.5,2.88,3.0,0.75,0.75,0.0,0.0,0.38,1.75,0.38,0.0,0.62,0.0,1.88,2.88,2.75,2.75,3.12,1.0,1.38,2.75,1,0.5174244400310393,0.4860513030142677,0.5370762595880194,0.5135173342111088
43-5051.00,Postal Service Clerks,3.12,3.12,3.0,3.0,2.5,0.0,3.25,2.0,2.0,2.5,2.38,2.25,2.5,2.0,2.0,3.0,2.5,0.5,0.5,0.0,0.0,0.62,1.62,1.0,0.0,1.5,0.0,2.0,2.12,1.88,1.25,2.62,1.62,1.25,2.0,1,0.7173339811134838,0.7043528482396368,0.6753556485406875,0.6990141592979361
43-5052.00,Postal Service Mail Carriers,2.88,3.0,2.12,2.75,1.12,0.0,2.75,2.0,1.12,2.25,2.75,2.62,2.12,2.0,0.12,2.12,2.12,1.0,0.0,0.0,0.0,0.0,2.12,2.12,0.0,0.12,0.0,0.88,2.12,1.25,1.12,2.38,0.12,0.5,0.0,1,0.7882152111657206,0.7027142395888859,0.7343870393179373,0.7417721633575146
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.75,2.75,1.88,2.62,1.38,0.0,2.62,2.0,2.12,2.75,2.38,2.88,1.5,1.38,2.38,1.88,2.0,0.62,0.0,0.12,0.0,0.62,2.62,2.38,0.62,1.62,0.38,1.88,2.12,1.62,1.25,2.5,0.0,0.0,1.88,1,0.7547293907250037,0.7354074026492299,0.7099417333515134,0.7333595089085824
43-5061.00,"Production, Planning, and Expediting Clerks",4.0,3.75,3.12,3.38,2.5,0.25,3.88,2.88,2.5,3.5,2.88,3.12,3.0,2.88,2.5,2.88,3.0,1.75,0.75,0.12,0.0,0.62,1.75,1.0,0.0,0.88,0.0,2.12,3.0,2.75,2.12,3.25,1.88,2.12,2.38,1,0.5568036422327509,0.5748145805512763,0.5515027715274385,0.5610403314371553
